Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001392,Female,Yes,0,Graduate,Yes,2330,2302.0,139.0,360.0,1.0,Semiurban,Y
LP002964,Male,Yes,2,Not Graduate,Yes,4226,663.0,129.0,360.0,1.0,Urban,Y
LP002484,Male,Yes,0,Graduate,Yes,8334,1833.0,253.0,360.0,,Semiurban,Y
LP002928,Male,Yes,0,Graduate,Yes,3000,3416.0,95.0,300.0,0.0,Rural,Y
LP001507,Male,Yes,0,Graduate,No,16120,4750.0,258.0,360.0,1.0,Urban,Y
LP002418,Male,Yes,2,Not Graduate,Yes,4652,0.0,155.0,360.0,1.0,Rural,Y
LP002447,Male,Yes,0,Graduate,,3539,2500.0,142.0,360.0,,Urban,N
LP001248,Male,No,0,Graduate,Yes,4950,0.0,118.0,360.0,1.0,Urban,Y
LP002197,Male,Yes,2,Graduate,,2583,1872.0,123.0,360.0,1.0,Rural,N
LP002305,Female,Yes,0,Not Graduate,Yes,210,2917.0,178.0,360.0,1.0,Semiurban,Y
LP002449,Male,Yes,0,Graduate,,6256,1376.0,187.0,360.0,1.0,Semiurban,Y
LP002874,,Yes,0,Graduate,Yes,4750,2306.0,111.0,360.0,0.0,Semiurban,N
LP001743,Male,Yes,1,Not Graduate,Yes,2600,3449.0,131.0,360.0,1.0,Semiurban,Y
LP002126,Male,Yes,1,Graduate,No,5818,0.0,138.0,84.0,1.0,Rural,Y
LP001098,Male,No,0,Graduate,Yes,6000,0.0,115.0,360.0,1.0,Urban,Y
LP002348,Male,No,0,Not Graduate,Yes,2717,1993.0,116.0,360.0,1.0,Rural,Y
LP002959,Female,No,0,Not Graduate,Yes,3400,0.0,111.0,360.0,1.0,Urban,Y
LP001682,Male,No,2,Graduate,Yes,3617,4750.0,187.0,360.0,1.0,Urban,Y
LP001003,Male,No,0,Not Graduate,Yes,2699,2405.0,111.0,360.0,1.0,Semiurban,Y
LP002211,Male,Yes,2,Graduate,No,8666,0.0,240.0,360.0,1.0,Urban,N
LP001846,Male,Yes,0,Graduate,Yes,3941,2200.0,153.0,360.0,1.0,Urban,Y
LP002265,Male,Yes,2,Graduate,Yes,3276,1400.0,94.0,360.0,1.0,Rural,Y
LP002978,Male,Yes,3+,Graduate,Yes,9504,0.0,185.0,360.0,1.0,Rural,Y
LP001653,Male,Yes,0,Graduate,Yes,3250,2138.0,153.0,360.0,1.0,Rural,Y
LP001846,Female,No,3+,Graduate,Yes,12500,0.0,40.0,360.0,1.0,Urban,N
LP002181,Male,Yes,2,Graduate,Yes,5935,0.0,192.0,360.0,1.0,Semiurban,Y
LP002917,Male,No,0,Graduate,Yes,2435,33837.0,103.0,480.0,1.0,Rural,N
LP002453,Male,No,0,Graduate,Yes,6500,0.0,133.0,360.0,1.0,Semiurban,Y
LP001908,Female,Yes,0,Graduate,Yes,1811,2223.0,150.0,360.0,1.0,Semiurban,Y
LP001207,Male,No,0,Not Graduate,Yes,3748,1451.0,110.0,180.0,1.0,Urban,Y
LP001915,Female,Yes,0,Graduate,Yes,1811,7250.0,200.0,360.0,1.0,Urban,N
LP002693,Male,No,2,Graduate,Yes,5532,4648.0,120.0,360.0,0.0,Rural,N
LP001385,Male,No,0,Not Graduate,,1820,2083.0,88.0,360.0,1.0,Rural,Y
LP002181,Male,Yes,2,Not Graduate,Yes,3601,242.0,108.0,360.0,1.0,Semiurban,Y
LP001562,Male,Yes,0,Not Graduate,Yes,6033,0.0,160.0,360.0,1.0,Rural,N
LP001131,Female,No,0,Graduate,Yes,7200,0.0,115.0,360.0,1.0,Rural,Y
LP002585,Male,No,0,Not Graduate,Yes,3833,0.0,80.0,360.0,1.0,Semiurban,Y
LP002714,Male,Yes,3+,Graduate,No,5266,1424.0,187.0,360.0,1.0,Rural,N
LP002188,Male,Yes,2,Not Graduate,Yes,3987,2168.0,136.0,360.0,1.0,Rural,Y
LP002494,Male,No,0,Graduate,Yes,6000,3666.0,296.0,480.0,1.0,Semiurban,Y
LP001824,Male,Yes,1,Graduate,Yes,5500,4250.0,170.0,360.0,,Urban,Y
LP001225,Male,Yes,0,Graduate,Yes,3208,3066.0,172.0,360.0,1.0,Urban,Y
LP001002,Male,No,0,Graduate,Yes,5849,0.0,,360.0,1.0,Urban,Y
LP002234,,Yes,0,Graduate,Yes,2473,1843.0,104.0,360.0,1.0,Semiurban,Y
LP001657,Male,Yes,3+,Graduate,Yes,9504,0.0,187.0,360.0,1.0,Urban,Y
LP001492,Male,Yes,2,Graduate,Yes,6250,2083.0,210.0,360.0,1.0,Semiurban,Y
LP002778,Male,No,0,Graduate,Yes,3676,2917.0,110.0,360.0,1.0,Urban,N
LP001319,Male,No,0,Graduate,Yes,4843,0.0,48.0,360.0,1.0,Urban,N
LP001922,Male,Yes,0,Graduate,Yes,20667,5266.0,258.0,360.0,1.0,Semiurban,Y
LP002008,Male,Yes,3+,Not Graduate,Yes,2647,1587.0,113.0,360.0,,Urban,Y
LP002933,Male,No,0,Graduate,Yes,2435,33837.0,103.0,480.0,1.0,Rural,N
LP001255,Female,No,0,Graduate,Yes,3692,2083.0,120.0,360.0,1.0,Semiurban,Y
LP001318,Male,Yes,2,Graduate,No,17500,1014.0,86.0,360.0,1.0,Rural,Y
LP002364,Male,Yes,0,Graduate,Yes,2213,1125.0,78.0,360.0,1.0,Urban,Y
LP002086,Female,Yes,0,Graduate,Yes,4333,2569.0,110.0,360.0,1.0,Semiurban,Y
LP001248,Male,Yes,0,Graduate,Yes,2500,3796.0,160.0,360.0,1.0,Semiurban,Y
LP001205,Male,Yes,0,Graduate,Yes,3208,3796.0,172.0,360.0,1.0,Semiurban,N
LP002768,Male,Yes,3+,Graduate,Yes,7740,2083.0,110.0,360.0,1.0,Rural,Y
LP002984,Male,Yes,1,Graduate,Yes,1782,2232.0,107.0,360.0,1.0,Semiurban,Y
LP002936,Male,No,2,Graduate,Yes,3617,0.0,110.0,360.0,1.0,Semiurban,Y
LP002106,Female,Yes,0,Graduate,Yes,4333,2451.0,140.0,360.0,0.0,Semiurban,N
LP001199,Male,No,0,Graduate,Yes,9166,0.0,286.0,360.0,1.0,Urban,N
LP002205,Male,No,0,Graduate,Yes,3069,0.0,71.0,360.0,1.0,Semiurban,Y
LP001319,Male,No,0,Graduate,Yes,8566,0.0,118.0,360.0,1.0,Rural,Y
LP001469,Male,Yes,0,Not Graduate,Yes,4887,0.0,133.0,360.0,1.0,Rural,Y
LP001843,Male,Yes,2,Graduate,Yes,2708,1167.0,97.0,180.0,1.0,Urban,Y
LP001535,Male,Yes,2,Graduate,Yes,2708,0.0,98.0,180.0,1.0,Urban,Y
LP002855,Male,Yes,2,Not Graduate,Yes,4200,1411.0,133.0,360.0,1.0,Urban,Y
LP002401,Male,Yes,0,Graduate,,63337,0.0,490.0,180.0,1.0,Semiurban,Y
LP001883,Male,Yes,3+,Graduate,,4416,1250.0,110.0,360.0,1.0,Urban,Y
LP002201,Male,Yes,0,Graduate,Yes,4817,923.0,120.0,180.0,1.0,Urban,Y
LP001497,Male,No,0,Graduate,Yes,3750,0.0,96.0,360.0,1.0,Semiurban,Y
LP002911,Male,Yes,2,Not Graduate,Yes,2192,2375.0,,360.0,1.0,Semiurban,Y
LP001883,Male,Yes,3+,Graduate,Yes,4342,0.0,100.0,360.0,1.0,Urban,N
LP002717,Male,Yes,0,Graduate,Yes,20833,0.0,,360.0,1.0,Urban,N
LP001197,Male,No,0,Graduate,Yes,3600,0.0,67.0,360.0,1.0,Urban,N
LP001029,Male,Yes,2,Graduate,Yes,1299,1086.0,30.0,360.0,1.0,Semiurban,Y
LP002502,Male,Yes,1,Not Graduate,Yes,2653,1500.0,113.0,360.0,1.0,Urban,Y
LP001263,Male,Yes,0,Graduate,Yes,6080,0.0,160.0,360.0,,Rural,Y
LP002243,Male,Yes,0,Graduate,Yes,3246,0.0,50.0,360.0,1.0,Urban,Y
LP002328,Male,Yes,0,Not Graduate,Yes,6096,0.0,218.0,360.0,1.0,Rural,N
LP002877,Male,No,0,Graduate,Yes,1836,0.0,61.0,480.0,1.0,Urban,N
LP002051,Male,Yes,1,Graduate,No,3466,0.0,,360.0,1.0,Rural,N
LP001870,Female,No,1,Graduate,Yes,2876,0.0,120.0,360.0,1.0,Semiurban,Y
LP002836,Male,Yes,0,Graduate,Yes,3593,3033.0,142.0,180.0,1.0,Semiurban,Y
LP002892,,No,0,Graduate,Yes,4750,0.0,94.0,360.0,1.0,Urban,N
LP002522,Male,No,2,Graduate,Yes,5532,0.0,130.0,360.0,1.0,Rural,Y
LP001891,Male,Yes,0,Graduate,Yes,3704,800.0,97.0,360.0,1.0,Semiurban,Y
LP002974,Female,No,0,Not Graduate,Yes,4350,0.0,120.0,360.0,1.0,Semiurban,Y
LP002409,Male,Yes,0,Graduate,Yes,14880,0.0,96.0,360.0,1.0,Semiurban,Y
LP001266,Male,Yes,0,Graduate,Yes,6000,2250.0,265.0,360.0,,Semiurban,N
LP001507,Male,Yes,2,Graduate,Yes,3283,4000.0,172.0,360.0,1.0,Urban,Y
LP002690,Male,No,2,Graduate,Yes,3427,0.0,110.0,360.0,1.0,Urban,Y
LP001574,Male,Yes,0,Graduate,Yes,7933,0.0,275.0,360.0,1.0,Semiurban,Y
LP002587,Male,Yes,1,Not Graduate,Yes,5333,1430.0,170.0,360.0,0.0,Urban,N
LP002984,Male,Yes,1,Graduate,Yes,8072,240.0,180.0,360.0,1.0,Urban,Y
LP002940,Male,Yes,0,Graduate,Yes,3166,1950.0,108.0,360.0,1.0,Urban,Y
LP001931,Female,No,0,Graduate,Yes,4124,0.0,135.0,360.0,1.0,Rural,Y
LP001263,Male,Yes,0,Graduate,No,39147,2250.0,152.0,360.0,1.0,Semiurban,Y
LP001546,,Yes,1,Graduate,Yes,16692,0.0,370.0,360.0,,Semiurban,N
LP002692,Female,No,0,Not Graduate,Yes,5191,0.0,132.0,360.0,1.0,Semiurban,Y
LP002531,Female,No,0,Graduate,No,2500,0.0,56.0,120.0,1.0,Semiurban,Y
LP001574,Male,Yes,0,Graduate,Yes,2439,3333.0,129.0,360.0,1.0,Urban,Y
LP001228,Male,No,0,Not Graduate,Yes,3748,2598.0,120.0,360.0,1.0,Urban,Y
LP001448,Female,No,0,Graduate,Yes,2137,0.0,99.0,360.0,0.0,Urban,N
LP001800,Male,No,0,Graduate,Yes,2060,0.0,75.0,360.0,1.0,Semiurban,Y
LP002008,Male,Yes,1,Graduate,No,10000,0.0,160.0,360.0,1.0,Rural,N
LP002517,,No,0,Graduate,Yes,3583,0.0,100.0,480.0,1.0,Urban,N
LP002979,Male,Yes,1,Graduate,Yes,3400,1750.0,186.0,360.0,1.0,Urban,Y
LP002784,Male,Yes,2,Graduate,No,6633,0.0,240.0,360.0,1.0,Urban,N
LP002345,Male,Yes,0,Graduate,Yes,5829,1417.0,211.0,360.0,1.0,Urban,Y
LP001915,Male,Yes,0,Graduate,Yes,3927,985.7999878,160.0,360.0,1.0,Urban,Y
LP001716,Male,Yes,3+,Graduate,Yes,3466,1447.0,80.0,360.0,1.0,Urban,Y
LP002979,Male,Yes,1,Graduate,Yes,3333,3250.0,158.0,360.0,1.0,Semiurban,Y
LP002547,Male,Yes,2,Graduate,Yes,8333,0.0,187.0,360.0,1.0,Semiurban,Y
LP002716,Male,No,0,Not Graduate,Yes,2679,1451.0,105.0,360.0,1.0,Semiurban,Y
LP002974,Female,No,0,Not Graduate,Yes,4350,0.0,120.0,360.0,1.0,Semiurban,Y
LP002714,Male,No,0,Graduate,Yes,2500,0.0,96.0,360.0,1.0,Urban,Y
LP001603,Male,Yes,0,Graduate,Yes,5708,0.0,44.0,180.0,1.0,Semiurban,Y
LP001581,Male,No,0,Not Graduate,Yes,4885,0.0,102.0,360.0,0.0,Rural,N
LP001758,Male,Yes,2,Graduate,Yes,4009,1447.0,157.0,360.0,1.0,Rural,N
LP002357,Female,No,0,Graduate,Yes,4547,0.0,112.0,360.0,1.0,Semiurban,Y
LP001179,Female,No,0,Graduate,Yes,3410,0.0,155.0,360.0,1.0,Semiurban,Y
LP002738,Male,No,0,Graduate,Yes,2435,0.0,63.0,360.0,1.0,Semiurban,Y
LP001953,Male,Yes,3+,Graduate,Yes,3036,2504.0,158.0,360.0,0.0,Urban,N
LP002912,Male,Yes,0,Graduate,Yes,3000,3416.0,56.0,180.0,1.0,Semiurban,Y
LP002836,Male,Yes,0,Graduate,Yes,2768,2458.0,90.0,360.0,0.0,Urban,N
LP002342,Male,Yes,0,Graduate,Yes,5829,1417.0,311.0,180.0,0.0,Rural,Y
LP001843,Male,No,0,Graduate,Yes,4095,3447.0,140.0,360.0,1.0,Rural,Y
LP002281,Male,Yes,0,Graduate,Yes,7333,8333.0,175.0,360.0,1.0,Rural,Y
LP001197,Male,No,0,Graduate,Yes,9166,0.0,286.0,360.0,1.0,Urban,N
LP002794,Male,Yes,3+,Not Graduate,Yes,3173,2166.0,126.0,360.0,,Semiurban,Y
LP002529,,No,3+,Graduate,No,9357,0.0,260.0,360.0,1.0,Semiurban,Y
LP002541,Male,Yes,0,Graduate,Yes,10833,0.0,187.0,360.0,1.0,Rural,Y
LP001917,Male,Yes,0,Graduate,Yes,20667,0.0,304.0,360.0,1.0,Rural,N
LP002113,Male,Yes,3+,Not Graduate,Yes,2647,754.0,130.0,360.0,1.0,Rural,N
LP002226,Male,No,1,Graduate,Yes,3541,1793.0,110.0,360.0,0.0,Rural,Y
LP002234,Male,Yes,,Graduate,No,3466,4490.0,70.0,360.0,1.0,Semiurban,Y
LP001487,Male,Yes,0,Graduate,No,3000,0.0,66.0,360.0,1.0,Rural,N
LP001465,Male,Yes,0,Not Graduate,Yes,4300,2014.0,110.0,360.0,1.0,Rural,Y
LP002634,Male,Yes,2,Graduate,Yes,11757,0.0,234.0,180.0,1.0,Urban,Y
LP001066,Male,Yes,0,Graduate,No,3000,3750.0,172.0,360.0,1.0,Semiurban,N
LP001720,Male,No,0,Graduate,Yes,2237,0.0,63.0,360.0,1.0,Urban,Y
LP002868,Male,Yes,2,Graduate,Yes,5780,0.0,133.0,84.0,,Urban,Y
LP001859,Male,No,0,Graduate,Yes,9166,0.0,187.0,360.0,1.0,Urban,Y
LP002357,Female,No,0,Graduate,Yes,1500,3683.0,131.0,360.0,0.0,Semiurban,Y
LP002424,Male,Yes,0,Graduate,Yes,1820,1719.0,100.0,360.0,1.0,Urban,Y
LP001814,Male,No,0,Graduate,No,6400,0.0,200.0,360.0,1.0,Rural,N
LP001744,Male,Yes,1,Not Graduate,Yes,2600,2500.0,144.0,360.0,1.0,Rural,Y
LP001138,Male,Yes,1,Graduate,Yes,4945,1425.0,185.0,360.0,1.0,Rural,Y
LP001488,Male,Yes,2,Graduate,Yes,3283,4000.0,180.0,360.0,1.0,Urban,Y
LP001715,Male,Yes,3+,Graduate,Yes,4333,1447.0,160.0,360.0,1.0,Rural,Y
LP002435,Male,No,0,Not Graduate,,1820,0.0,35.0,300.0,,Urban,Y
LP002031,Male,Yes,0,Graduate,Yes,2400,2134.0,88.0,360.0,,Urban,Y
LP001492,Male,Yes,2,Graduate,Yes,6250,7750.0,279.0,360.0,0.0,Semiurban,Y
LP002958,Male,No,0,Graduate,Yes,3676,4301.0,180.0,360.0,1.0,Rural,Y
LP001658,Male,Yes,0,Graduate,Yes,2439,2816.0,129.0,360.0,1.0,Urban,Y
LP002741,Female,Yes,1,Graduate,Yes,12000,0.0,496.0,360.0,1.0,Semiurban,Y
LP001289,Male,Yes,2,Not Graduate,Yes,4200,1820.0,133.0,180.0,1.0,Semiurban,Y
LP002768,Female,No,0,Graduate,Yes,5000,1625.0,185.0,360.0,1.0,Rural,N
LP001560,Male,Yes,0,Not Graduate,Yes,1863,2436.0,93.0,360.0,1.0,Urban,Y
LP001086,Male,Yes,0,Not Graduate,Yes,2600,2500.0,,360.0,1.0,Rural,Y
LP002004,,Yes,0,Graduate,No,2083,2160.0,115.0,360.0,0.0,Semiurban,N
LP002820,Female,No,0,Graduate,Yes,2667,0.0,84.0,360.0,1.0,Rural,Y
LP001594,Male,No,0,Graduate,Yes,3158,4750.0,187.0,360.0,1.0,Rural,Y
LP002197,Male,Yes,2,Not Graduate,Yes,4200,2168.0,133.0,180.0,1.0,Rural,Y
LP002181,Male,Yes,2,Graduate,Yes,5391,1667.0,170.0,360.0,1.0,Urban,Y
LP002265,Male,Yes,0,Graduate,Yes,3033,1459.0,150.0,360.0,1.0,Rural,Y
LP002693,Male,No,2,Graduate,Yes,4923,0.0,166.0,360.0,,Semiurban,Y
LP001120,Male,Yes,0,Graduate,Yes,5821,0.0,138.0,360.0,1.0,Urban,Y
LP002447,Male,Yes,2,Graduate,Yes,3859,0.0,96.0,360.0,1.0,Rural,N
LP001888,Male,No,0,Graduate,No,6950,0.0,200.0,360.0,1.0,Rural,Y
LP002101,Male,No,0,Not Graduate,Yes,3902,0.0,110.0,360.0,1.0,Semiurban,Y
LP001744,Male,No,0,Graduate,Yes,2971,1857.0,126.0,360.0,1.0,Rural,Y
LP001345,Female,No,0,Graduate,Yes,3846,0.0,95.0,360.0,1.0,Semiurban,N
LP002367,Male,No,2,Graduate,Yes,3062,0.0,107.0,360.0,1.0,Semiurban,Y
LP002225,Male,Yes,0,Graduate,Yes,19730,5266.0,259.0,360.0,,Rural,Y
LP002562,Male,Yes,0,Graduate,Yes,3597,2157.0,153.0,360.0,1.0,Rural,N
LP001002,Female,Yes,0,Graduate,Yes,4180,1417.0,182.0,360.0,0.0,Semiurban,N
LP002097,Male,No,2,Graduate,Yes,3062,1987.0,111.0,360.0,0.0,Rural,Y
LP001137,Female,Yes,0,Graduate,Yes,3086,3440.0,113.0,,1.0,Urban,N
LP001199,Male,Yes,3+,Not Graduate,Yes,4755,0.0,95.0,360.0,1.0,Urban,Y
LP002768,Male,Yes,0,Graduate,Yes,3232,1950.0,108.0,360.0,1.0,Rural,Y
LP002587,Male,Yes,0,Graduate,Yes,4625,2451.0,111.0,12.0,1.0,Urban,Y
LP001448,,Yes,3+,Graduate,No,23803,0.0,370.0,360.0,1.0,Rural,Y
LP001136,Male,Yes,1,Graduate,Yes,5649,0.0,125.0,360.0,1.0,Urban,N
LP001972,Female,No,0,Graduate,Yes,3237,0.0,30.0,360.0,1.0,Urban,Y
LP001562,Male,Yes,0,Graduate,Yes,4583,3166.0,,360.0,0.0,Semiurban,N
LP001854,Male,Yes,3+,Graduate,Yes,5516,0.0,133.0,360.0,1.0,Rural,N
LP002243,Male,No,0,Not Graduate,Yes,2755,1993.0,146.0,360.0,1.0,Semiurban,Y
LP002547,Male,Yes,1,Not Graduate,Yes,2653,0.0,60.0,180.0,1.0,Rural,Y
LP001953,Male,Yes,3+,Graduate,,5000,3369.0,151.0,360.0,0.0,Semiurban,N
LP001519,Female,Yes,2,Graduate,Yes,14866,0.0,70.0,360.0,1.0,Urban,Y
LP001546,Male,No,0,Graduate,,3418,0.0,76.0,360.0,0.0,Rural,N
LP001030,Male,Yes,2,Graduate,Yes,3073,1526.0,186.0,360.0,1.0,Urban,Y
LP001647,Male,Yes,0,Graduate,Yes,9328,0.0,75.0,180.0,1.0,Urban,Y
LP001891,Male,Yes,0,Graduate,Yes,11146,0.0,112.0,360.0,1.0,Urban,Y
LP002407,Female,No,0,Graduate,Yes,2378,0.0,80.0,360.0,1.0,Rural,Y
LP001489,Male,Yes,1,Graduate,Yes,3988,0.0,,360.0,1.0,Rural,N
LP001907,Female,No,0,Not Graduate,Yes,4408,0.0,120.0,480.0,1.0,Rural,Y
LP002367,Male,No,0,Graduate,No,7167,0.0,141.0,360.0,1.0,Urban,Y
LP001398,Male,Yes,1,Graduate,No,1000,2079.0,110.0,360.0,1.0,Semiurban,Y
LP002872,Male,Yes,2,Not Graduate,Yes,6125,1131.0,250.0,360.0,,Urban,Y
LP001751,Male,No,0,Graduate,Yes,2971,0.0,42.0,480.0,1.0,Semiurban,Y
LP001318,Male,Yes,2,Graduate,Yes,11757,1126.0,187.0,360.0,1.0,Urban,Y
LP001888,Male,Yes,1,Graduate,Yes,2750,1803.0,126.0,360.0,1.0,Rural,Y
LP001068,Male,Yes,0,Graduate,Yes,3500,2336.0,139.0,360.0,1.0,Semiurban,Y
LP002368,Male,No,0,Not Graduate,Yes,2717,0.0,66.0,180.0,1.0,Urban,Y
LP002348,Male,Yes,0,Graduate,Yes,5829,0.0,138.0,360.0,1.0,Rural,Y
LP002191,Male,Yes,2,Graduate,Yes,5185,0.0,155.0,360.0,1.0,Semiurban,Y
LP001431,Male,No,0,Graduate,Yes,4895,0.0,102.0,360.0,0.0,Rural,Y
LP001581,Male,Yes,0,Not Graduate,Yes,6033,0.0,218.0,180.0,1.0,Urban,N
LP002785,Male,Yes,1,Not Graduate,Yes,2492,2375.0,120.0,360.0,1.0,Urban,Y
LP001940,Female,No,0,Graduate,Yes,5000,0.0,132.0,360.0,1.0,Rural,Y
LP001146,Female,No,0,Graduate,Yes,4166,0.0,115.0,360.0,0.0,Semiurban,N
LP002455,Male,No,0,Graduate,Yes,6500,0.0,105.0,360.0,0.0,Rural,N
LP001572,Male,Yes,0,Graduate,Yes,2439,3021.0,172.0,360.0,1.0,Semiurban,Y
LP002494,Male,Yes,1,Graduate,Yes,1880,1917.0,110.0,360.0,1.0,Rural,Y
LP001868,Male,No,0,Graduate,Yes,4095,3447.0,151.0,360.0,1.0,Rural,Y
LP001926,Male,No,0,Graduate,Yes,4000,2500.0,140.0,360.0,1.0,Urban,Y
LP001974,Female,No,0,Graduate,Yes,3237,0.0,80.0,360.0,1.0,Semiurban,Y
LP001894,Male,No,0,Graduate,Yes,9508,3750.0,214.0,480.0,0.0,Semiurban,N
LP001819,Female,No,1,Graduate,Yes,2876,0.0,120.0,360.0,1.0,Semiurban,Y
LP002836,Male,Yes,3+,Graduate,Yes,39999,0.0,152.0,360.0,1.0,Semiurban,N
LP001798,Male,Yes,1,Not Graduate,Yes,2661,1750.0,113.0,180.0,1.0,Semiurban,Y
LP001491,Male,Yes,3+,Graduate,Yes,9504,0.0,185.0,360.0,1.0,Urban,Y
LP002820,Male,No,0,Graduate,No,10416,0.0,191.0,360.0,1.0,Semiurban,Y
LP001392,Male,Yes,0,Graduate,Yes,6000,3583.0,296.0,360.0,1.0,Semiurban,Y
LP002161,Male,Yes,1,Graduate,Yes,3875,0.0,67.0,240.0,1.0,Semiurban,N
LP001935,Male,No,0,Graduate,No,6400,0.0,200.0,360.0,1.0,Rural,Y
LP001671,Male,Yes,1,Graduate,Yes,4009,1717.0,116.0,360.0,1.0,Semiurban,Y
LP001343,Female,No,0,Graduate,Yes,2400,0.0,46.0,360.0,1.0,Rural,N
LP001854,Male,No,0,Not Graduate,Yes,3189,2254.0,120.0,180.0,1.0,Urban,Y
LP002036,Male,Yes,1,Graduate,No,5503,1210.0,100.0,360.0,1.0,Rural,N
LP002315,Male,Yes,0,Graduate,Yes,5829,0.0,138.0,360.0,1.0,Urban,Y
LP001487,Female,No,0,Graduate,Yes,4583,1666.0,160.0,360.0,0.0,Semiurban,Y
LP001990,Male,No,1,Graduate,No,6400,0.0,200.0,360.0,1.0,Rural,N
LP001894,Male,Yes,0,Graduate,Yes,2620,1300.0,80.0,360.0,1.0,Rural,N
LP001006,Male,Yes,0,Graduate,Yes,2500,2034.0,95.0,360.0,1.0,Urban,Y
LP001633,Female,Yes,0,Not Graduate,Yes,1928,3237.0,98.0,360.0,,Semiurban,Y
LP002024,Male,No,0,Graduate,Yes,5124,4232.0,185.0,360.0,1.0,Semiurban,Y
LP001186,Female,No,0,Graduate,Yes,4166,0.0,115.0,360.0,1.0,Semiurban,Y
LP002364,Male,Yes,2,Not Graduate,Yes,2309,2375.0,0.0,360.0,1.0,Rural,Y
LP002277,Male,Yes,2,Graduate,Yes,3100,1710.0,190.0,360.0,1.0,Urban,Y
LP001275,Male,No,0,Graduate,Yes,4843,0.0,94.0,360.0,0.0,Semiurban,N
LP001259,Male,No,2,Graduate,Yes,3588,0.0,107.0,360.0,1.0,Semiurban,Y
LP001658,Male,No,0,Graduate,Yes,4191,2500.0,172.0,360.0,1.0,Semiurban,N
LP002714,Male,Yes,2,Graduate,Yes,4865,1881.0,151.0,360.0,1.0,Semiurban,Y
LP001693,Female,No,0,Graduate,No,2600,0.0,120.0,360.0,1.0,Semiurban,Y
LP001482,Female,No,0,Graduate,Yes,10000,8980.0,162.0,360.0,1.0,Rural,Y
LP002961,Male,Yes,0,Graduate,No,10139,0.0,180.0,360.0,1.0,Rural,Y
LP002053,Female,No,1,Graduate,Yes,3062,0.0,84.0,360.0,1.0,Urban,Y
LP001116,Male,No,0,Graduate,Yes,4950,0.0,125.0,360.0,0.0,Urban,Y
LP002266,Male,Yes,2,Graduate,Yes,3276,1400.0,94.0,360.0,1.0,Urban,Y
LP001603,Male,Yes,0,Not Graduate,Yes,6033,0.0,218.0,180.0,1.0,Urban,Y
LP002305,Female,No,0,Graduate,No,7441,0.0,194.0,360.0,1.0,Rural,N
LP002571,Male,Yes,1,Not Graduate,Yes,5333,1625.0,186.0,360.0,1.0,Urban,Y
LP001636,Male,Yes,0,Graduate,Yes,9328,0.0,112.0,360.0,1.0,Urban,Y
LP002588,Male,Yes,1,Graduate,No,3450,0.0,,360.0,1.0,Semiurban,Y
LP002255,Male,Yes,3+,Not Graduate,Yes,4707,0.0,110.0,,0.0,Urban,N
LP002489,Female,No,0,Graduate,No,2500,0.0,67.0,360.0,1.0,Urban,Y
LP001674,Male,Yes,2,Graduate,Yes,4009,1717.0,116.0,360.0,1.0,Urban,Y
LP001109,Male,Yes,0,Not Graduate,Yes,4887,0.0,96.0,360.0,1.0,Urban,Y
LP001841,Female,Yes,0,Graduate,Yes,4166,2200.0,158.0,360.0,1.0,Semiurban,Y
LP001225,Male,No,0,Graduate,Yes,1853,2840.0,128.0,360.0,1.0,Rural,Y
LP001594,Male,Yes,0,Graduate,Yes,4600,985.7999878,87.0,180.0,1.0,Semiurban,Y
LP001603,Male,Yes,3+,Not Graduate,Yes,3850,983.0,157.0,360.0,,Semiurban,N
LP001630,Female,No,0,Graduate,No,2600,0.0,30.0,360.0,0.0,Urban,N
LP001949,Female,No,,Graduate,Yes,3813,2541.0,120.0,180.0,1.0,Semiurban,Y
LP002489,Female,No,0,Graduate,Yes,3159,0.0,84.0,360.0,0.0,Semiurban,N
LP001758,Male,Yes,3+,Not Graduate,No,4735,0.0,72.0,360.0,,Semiurban,Y
LP002335,Male,Yes,2,Graduate,Yes,4566,0.0,100.0,360.0,1.0,Semiurban,Y
LP002131,Female,No,,Graduate,Yes,5417,0.0,105.0,180.0,0.0,Semiurban,N
LP002874,Male,Yes,1,Graduate,Yes,3333,913.0,130.0,360.0,1.0,Urban,Y
LP002139,Male,No,0,Graduate,Yes,2833,0.0,59.0,360.0,1.0,Urban,N
LP001998,,Yes,0,Graduate,No,2473,2160.0,122.0,360.0,1.0,Rural,N
LP001715,Male,Yes,3+,Graduate,Yes,4106,1717.0,116.0,360.0,1.0,Rural,Y
LP002984,Male,No,0,Not Graduate,Yes,3691,2785.0,55.0,36.0,1.0,Rural,Y
LP002659,Female,Yes,2,Graduate,Yes,14866,0.0,125.0,84.0,,Semiurban,Y
LP002693,Male,No,0,Graduate,Yes,4680,2087.0,,360.0,1.0,Semiurban,N
LP001639,Male,Yes,1,Graduate,Yes,9538,0.0,187.0,360.0,1.0,Urban,Y
LP001877,Male,Yes,2,Graduate,Yes,4708,1560.0,110.0,360.0,1.0,Semiurban,Y
LP001931,Female,No,0,Graduate,Yes,5000,0.0,103.0,360.0,1.0,Semiurban,Y
LP002191,Male,Yes,2,Graduate,No,1600,20000.0,480.0,360.0,1.0,Rural,Y
